,edit_count,neg_sentiment,sentiment
2014-12-06,0.0,0.5,-0.4954792857170105
2014-12-07,0.0,0.5,-0.4596008062362671
2014-12-08,0.0,0.5,-0.48483070731163025
2014-12-09,0.0,0.48,-0.44281583309173583
2014-12-10,0.0,0.5,-0.49967560172080994
2014-12-11,0.0,0.375,-0.2181583009660244
2014-12-12,0.0,0.3333333333333333,-0.3305843571821849
2014-12-13,0.0,0.3333333333333333,-0.1815879593292872
2014-12-14,0.0,0.5,-0.49955056607723236
2014-12-15,0.0,0.4375,-0.39800961315631866
2014-12-16,0.0,0.2727272727272727,-0.046266691251234573
2014-12-17,0.0,0.1875,-0.06648143753409386
2014-12-18,0.0,0.2777777777777778,-0.22120315498775905
2014-12-19,0.0,0.3333333333333333,-0.15140298671192592
2014-12-20,0.0,0.16666666666666666,-0.06458516915639241
2014-12-21,0.0,0.375,-0.25232119858264923
2014-12-22,0.0,0.40625,-0.3363194093108177
2014-12-23,0.0,0.3333333333333333,-0.31716519594192505
2014-12-24,0.0,0.2,-0.09947336316108704
2014-12-25,0.0,0.25,-0.038735916217168175
2014-12-26,0.0,0.4,-0.29378258585929873
2014-12-27,0.0,0.42857142857142855,-0.330764182976314
2014-12-28,0.0,0.34615384615384615,-0.20553068472788885
2014-12-29,0.0,0.4166666666666667,-0.32597609526581234
2014-12-30,0.0,0.3017241379310345,-0.11149157532330217
2014-12-31,0.0,0.3333333333333333,-0.15404702888594735
2015-01-01,0.0,0.2727272727272727,-0.0703409341248599
2015-01-02,0.0,0.35714285714285715,-0.2159884316580636
2015-01-03,0.0,0.43333333333333335,-0.34348692099253336
2015-01-04,0.0,0.4166666666666667,-0.32106295559141373
2015-01-05,0.0,0.5,-0.4957804620265961
2015-01-06,0.0,0.4264705882352941,-0.34306131478618174
2015-01-07,0.0,0.3333333333333333,-0.17131195962429047
2015-01-08,0.0,0.45098039215686275,-0.4050847449723412
2015-01-09,0.0,0.16666666666666666,-0.16622606913248697
2015-01-10,0.0,0.35714285714285715,-0.2959013751574925
2015-01-11,0.0,0.34375,-0.18589776754379272
2015-01-12,0.0,0.4642857142857143,-0.40667870215007235
2015-01-13,0.0,0.3333333333333333,-0.15666402204363955
2015-01-14,0.0,0.4090909090909091,-0.3611762767488306
2015-01-15,0.0,0.375,-0.33049046993255615
2015-01-16,0.0,0.5,-0.46171359345316887
2015-01-18,0.0,0.5,-0.48924201185053046
2015-01-19,0.0,0.36538461538461536,-0.2842390571649258
2015-01-20,0.0,0.40476190476190477,-0.3280932293051765
2015-01-21,0.0,0.375,-0.29712067171931267
2015-01-22,0.0,0.4,-0.31918308734893797
2015-01-23,0.0,0.35714285714285715,-0.22184687001364573
2015-01-24,0.0,0.5,-0.4730162978172302
2015-01-27,0.0,0.5,-0.49914051294326783
2015-01-28,0.0,0.4444444444444444,-0.4417563213242425
2015-01-29,0.0,0.3,-0.13267795443534852
2015-01-30,0.0,0.3333333333333333,-0.15635358293851218
2015-02-01,0.0,0.5,-0.4559990167617798
2015-02-03,0.0,0.3333333333333333,-0.1745522419611613
2015-02-04,0.0,0.4375,-0.37082432582974434
2015-02-05,0.0,0.125,0.17356956005096436
2015-02-06,0.0,0.375,-0.31314872205257416
2015-02-07,0.0,0.5,-0.4941374659538269
2015-02-08,0.0,0.4166666666666667,-0.3356251170237859
2015-02-09,0.0,0.25,-0.24765421450138092
2015-02-10,0.0,0.4166666666666667,-0.3374723220864932
2015-02-11,0.0,0.4375,-0.3724396154284477
2015-02-12,0.0,0.3888888888888889,-0.2762713498539395
2015-02-13,0.0,0.3333333333333333,-0.18249314526716867
2015-02-14,0.0,0.25,-0.019214265048503876
2015-02-15,0.0,0.38,-0.2858238935470581
2015-02-16,0.0,0.4225352112676056,-0.34647480828661315
2015-02-17,0.0,0.42857142857142855,-0.35605475235553014
2015-02-18,0.0,0.46,-0.40907644629478457
2015-02-19,0.0,0.38235294117647056,-0.32545400367063637
2015-02-20,0.0,0.4166666666666667,-0.3269871440198686
2015-02-21,0.0,0.25,-0.23435375094413757
2015-02-22,0.0,0.3,-0.0564254105091095
2015-02-23,0.0,0.4666666666666667,-0.4454539934794108
2015-02-24,0.0,0.5,-0.4273078143596649
2015-02-25,0.0,0.4117647058823529,-0.3142419089289272
2015-02-26,0.0,0.3026315789473684,-0.12651796089975456
2015-02-27,0.0,0.5,-0.4990592102209727
2015-03-11,0.0,0.5,-0.4877747595310211
2015-03-13,0.0,0.46153846153846156,-0.41255439474032474
2015-03-14,0.0,0.375,-0.25464845448732376
2015-03-15,0.0,0.3125,-0.11000441387295723
2015-03-16,0.0,0.5,-0.49614482124646503
2015-03-17,0.0,0.3333333333333333,-0.3260584572950999
2015-03-19,0.0,0.3333333333333333,-0.15902413924535116
2015-03-20,0.0,0.47058823529411764,-0.4445878214695874
2015-03-21,0.0,0.3333333333333333,-0.20433654718928868
2015-03-22,0.0,0.5,-0.49099957942962646
2015-03-23,0.0,0.5,-0.4104822874069214
2015-03-24,0.0,0.5,-0.49208325147628784
2015-03-25,0.0,0.35,-0.2368550643324852
2015-03-26,0.0,0.5,-0.4603961656490962
2015-03-27,0.0,0.5,-0.45974650233983994
2015-03-30,0.0,0.16666666666666666,-0.008388668298721313
2015-03-31,0.0,0.5,-0.49766626954078674
2015-04-01,0.0,0.0,0.4645683169364929
2015-04-02,0.0,0.5,-0.49336982518434525
2015-04-03,0.0,0.5,-0.4938219686349233
2015-04-04,0.0,0.3,-0.19058842658996583
2015-04-05,0.0,0.3333333333333333,-0.11311578750610352
2015-04-09,0.0,0.5,-0.49982357025146484
2015-04-10,0.0,0.5,-0.49765051901340485
2015-04-12,0.0,0.3333333333333333,-0.16236225763956705
2015-04-14,0.0,0.375,-0.2908760607242584
2015-04-18,0.0,0.5,-0.49219435453414917
2015-04-19,0.0,0.25,-0.0007274746894836426
2015-04-20,0.0,0.45,-0.3985837161540985
2015-04-21,0.0,0.3,-0.11009852290153503
2015-04-22,0.0,0.5,-0.49879927188158035
2015-04-25,0.0,0.5,-0.499350368976593
2015-04-26,0.0,0.35714285714285715,-0.21193172676222666
2015-04-27,0.0,0.375,-0.27665548026561737
